date,fii,dii,regime,net_flow
2022-03-16,2632.97,-990.08,bull,1642.8899999999999
2022-03-17,3695.05,-1566.23,bull,2128.82
2022-03-18,1941.08,-235.95,bull,1705.1299999999999
2022-03-21,4065.52,-546.03,bull,3519.49
2022-03-22,1944.8,816.81,bull,2761.6099999999997
2022-03-23,1051.99,-2039.16,bull,-987.1700000000001
2022-03-24,2940.01,-851.44,bull,2088.57
2022-03-25,1478.77,-4.15,bull,1474.62
2022-03-28,2743.8,-894.86,bull,1848.94
2022-03-29,1219.7,110.72,bull,1330.42
2022-03-30,3150.2,-569.42,bull,2580.7799999999997
2022-03-31,4346.64,-1249.06,bull,3097.5800000000004
2022-04-01,974.47,-984.34,bull,-9.870000000000005
2022-04-04,2454.41,-329.66,bull,2124.75
2022-04-05,2258.76,-253.56,bull,2005.2000000000003
2022-04-06,1248.46,510.64,bull,1759.1
2022-04-07,2417.85,282.11,bull,2699.96
2022-04-08,2842.73,-180.27,bull,2662.46
2022-04-11,3069.77,-186.6,bull,2883.17
2022-04-12,3142.72,430.41,bull,3573.1299999999997
2022-04-13,-5606.96,5063.51,crisis,-543.4499999999998
2022-04-14,-6179.47,6160.18,crisis,-19.289999999999964
2022-04-15,-7352.78,6701.41,crisis,-651.3699999999999
2022-04-18,-6080.32,1853.84,crisis,-4226.48
2022-04-19,-5743.79,2978.42,crisis,-2765.37
2022-04-20,-4318.71,3021.06,crisis,-1297.65
2022-04-21,-6892.37,1165.69,crisis,-5726.68
2022-04-22,-6904.61,364.18,crisis,-6540.429999999999
2022-04-25,-9167.81,5140.62,crisis,-4027.1899999999996
2022-04-26,-4428.4,4638.19,crisis,209.78999999999996
2022-04-27,-7933.95,3928.43,crisis,-4005.52
2022-04-28,-6007.21,2262.45,crisis,-3744.76
2022-04-29,-2993.2,5316.04,crisis,2322.84
2022-05-02,-6441.93,4040.33,crisis,-2401.6000000000004
2022-05-03,-5583.23,937.4,crisis,-4645.83
2022-05-04,-6494.35,2977.02,crisis,-3517.3300000000004
2022-05-05,-8003.24,3578.35,crisis,-4424.889999999999
2022-05-06,-2404.63,4961.26,crisis,2556.63
2022-05-09,-7142.36,4858.87,crisis,-2283.49
2022-05-10,-3201.29,5386.95,crisis,2185.66
2022-05-11,-5880.74,3029.59,crisis,-2851.1499999999996
2022-05-12,-4603.55,4590.23,crisis,-13.320000000000618
2022-05-13,-4209.61,4952.76,crisis,743.1500000000005
2022-05-16,-3900.89,3197.15,crisis,-703.7399999999998
2022-05-17,-3365.21,4296.4,crisis,931.1899999999996
2022-05-18,-1849.48,2966.22,crisis,1116.7399999999998
2022-05-19,-2528.07,4296.87,crisis,1768.7999999999997
2022-05-20,-7302.84,3274.17,crisis,-4028.67
2022-05-23,-6640.69,4636.25,crisis,-2004.4399999999996
2022-05-24,-4954.33,3139.45,crisis,-1814.88
2022-05-25,-6048.71,7213.41,crisis,1164.6999999999998
2022-05-26,-2544.91,4654.49,crisis,2109.58
2022-05-27,-5923.99,4180.05,crisis,-1743.9399999999996
2022-05-30,-4772.96,2465.81,crisis,-2307.15
2022-05-31,-6514.75,1497.12,crisis,-5017.63
2022-06-01,-5201.55,4970.79,crisis,-230.76000000000022
2022-06-02,-6966.37,6360.98,crisis,-605.3900000000003
2022-06-03,-8451.53,1803.44,crisis,-6648.09
2022-06-06,-5551.1,5570.65,crisis,19.549999999999272
2022-06-07,-2632.14,3311.67,crisis,679.5300000000002
2022-06-08,-3842.64,3942.24,crisis,99.59999999999991
2022-06-09,-6345.25,5325.49,crisis,-1019.7600000000002
2022-06-10,-4695.35,1635.41,crisis,-3059.9400000000005
2022-06-13,-3046.92,6070.14,crisis,3023.2200000000003
2022-06-14,-7251.13,4593.71,crisis,-2657.42
2022-06-15,-5011.94,4391.01,crisis,-620.9299999999994
2022-06-16,-7100.61,2992.56,crisis,-4108.049999999999
2022-06-17,-6051.11,5759.09,crisis,-292.0199999999995
2022-06-20,-4912.8,3444.08,crisis,-1468.7200000000003
2022-06-21,-4456.6,-272.81,crisis,-4729.410000000001
2022-06-22,-3702.47,1390.43,crisis,-2312.04
2022-06-23,-6724.88,2320.5,crisis,-4404.38
2022-06-24,-8589.36,5741.24,crisis,-2848.120000000001
2022-06-27,2032.3,-257.45,bull,1774.85
2022-06-28,2453.08,-166.07,bull,2287.0099999999998
2022-06-29,268.88,-3207.48,high_vol,-2938.6
2022-06-30,3486.93,-1234.39,high_vol,2252.54
2022-07-01,-5448.04,-1070.29,high_vol,-6518.33
2022-07-04,5252.66,2125.55,high_vol,7378.21
2022-07-05,-1220.28,-873.14,high_vol,-2093.42
2022-07-06,-1125.72,5191.87,high_vol,4066.1499999999996
2022-07-07,1336.77,1075.1,high_vol,2411.87
2022-07-08,3605.99,596.97,high_vol,4202.96
2022-07-11,-906.65,-490.87,high_vol,-1397.52
2022-07-12,-250.6,-93.06,high_vol,-343.65999999999997
2022-07-13,2546.7,129.86,high_vol,2676.56
2022-07-14,2564.24,-201.79,high_vol,2362.45
2022-07-15,275.22,-4995.5,high_vol,-4720.28
2022-07-18,3207.15,866.22,high_vol,4073.37
2022-07-19,3493.04,-7240.64,high_vol,-3747.6000000000004
2022-07-20,7309.31,-348.97,high_vol,6960.34
2022-07-21,3878.64,-2599.76,high_vol,1278.8799999999997
2022-07-22,2144.71,-2633.54,high_vol,-488.8299999999999
2022-07-25,-2183.19,4785.08,high_vol,2601.89
2022-07-26,-667.39,543.58,high_vol,-123.80999999999995
2022-07-27,3045.24,1239.2,high_vol,4284.44
2022-07-28,526.47,912.4,high_vol,1438.87
2022-07-29,8411.95,-144.05,high_vol,8267.900000000001
2022-08-01,703.85,2626.64,high_vol,3330.49
2022-08-02,3869.34,2967.58,high_vol,6836.92
2022-08-03,2235.56,-2857.51,high_vol,-621.9500000000003
2022-08-04,5717.01,-2865.86,high_vol,2851.15
2022-08-05,1059.22,-1885.69,high_vol,-826.47
2022-08-08,-224.48,821.91,high_vol,597.43
2022-08-09,1124.75,1054.8,high_vol,2179.55
2022-08-10,5647.99,1133.84,high_vol,6781.83
2022-08-11,-854.55,2410.22,high_vol,1555.6699999999998
2022-08-12,4163.15,-3069.02,high_vol,1094.1299999999997
2022-08-15,2090.9,1752.93,high_vol,3843.83
2022-08-16,-1041.47,3439.27,high_vol,2397.8
2022-08-17,-525.19,313.94,high_vol,-211.25000000000006
2022-08-18,-605.75,38.95,high_vol,-566.8
2022-08-19,-3836.96,-3600.13,high_vol,-7437.09
2022-08-22,5580.77,-2117.4,high_vol,3463.3700000000003
2022-08-23,-3469.87,-5383.48,high_vol,-8853.349999999999
2022-08-24,-2236.37,-3307.72,high_vol,-5544.09
2022-08-25,5747.05,2524.54,high_vol,8271.59
2022-08-26,-2408.53,5631.09,high_vol,3222.56
2022-08-29,3436.18,-812.08,high_vol,2624.1
2022-08-30,-8747.92,5727.36,high_vol,-3020.5600000000004
2022-08-31,-4863.5,-4113.5,high_vol,-8977.0
2022-09-01,3579.0,6099.38,high_vol,9678.380000000001
2022-09-02,4844.95,1409.77,high_vol,6254.719999999999
2022-09-05,2081.64,2133.54,high_vol,4215.18
2022-09-06,2656.25,702.98,high_vol,3359.23
2022-09-07,364.7,-156.48,high_vol,208.22
2022-09-08,-2638.88,-701.69,high_vol,-3340.57
2022-09-09,-5925.35,-245.85,high_vol,-6171.200000000001
2022-09-12,-3460.07,-2758.97,high_vol,-6219.04
2022-09-13,629.63,3480.01,high_vol,4109.64
2022-09-14,3214.11,-3926.25,high_vol,-712.1399999999999
2022-09-15,-3463.7,2351.93,high_vol,-1111.77
2022-09-16,-3438.71,-561.58,high_vol,-4000.29
2022-09-19,1925.18,-2420.86,high_vol,-495.68000000000006
2022-09-20,368.81,-3335.06,high_vol,-2966.25
2022-09-21,-2104.79,799.45,high_vol,-1305.34
2022-09-22,-5575.48,1101.19,high_vol,-4474.289999999999
2022-09-23,-68.73,1381.22,high_vol,1312.49
2022-09-26,783.7,3410.35,high_vol,4194.05
2022-09-27,438.29,-1073.51,high_vol,-635.22
2022-09-28,428.04,1358.25,high_vol,1786.29
2022-09-29,171.01,101.48,high_vol,272.49
2022-09-30,-2456.97,-1657.25,high_vol,-4114.219999999999
2022-10-03,-4909.12,4373.94,high_vol,-535.1800000000003
2022-10-04,-4353.52,-1732.26,high_vol,-6085.780000000001
2022-10-05,-2514.43,2237.31,high_vol,-277.1199999999999
2022-10-06,-1032.32,3119.36,high_vol,2087.04
2022-10-07,-2357.22,697.49,high_vol,-1659.7299999999998
2022-10-10,-2923.71,5362.87,high_vol,2439.16
2022-10-11,-4156.59,774.55,high_vol,-3382.04
2022-10-12,2218.22,1034.5,high_vol,3252.72
2022-10-13,-648.51,-324.55,high_vol,-973.06
2022-10-14,153.34,-367.51,high_vol,-214.17
2022-10-17,3373.58,5526.31,high_vol,8899.89
2022-10-18,-1951.22,-3424.51,high_vol,-5375.7300000000005
2022-10-19,-308.99,6449.27,high_vol,6140.280000000001
2022-10-20,-2812.86,4097.79,high_vol,1284.9299999999998
2022-10-21,5871.95,-1383.97,high_vol,4487.98
2022-10-24,1991.44,4070.99,high_vol,6062.43
2022-10-25,-1326.95,-508.95,high_vol,-1835.9
2022-10-26,-2035.88,-2536.89,high_vol,-4572.77
2022-10-27,-3279.13,820.85,bear,-2458.28
2022-10-28,-2459.1,1184.02,bear,-1275.08
2022-10-31,-2219.46,555.28,bear,-1664.18
2022-11-01,-2102.94,2466.82,bear,363.8800000000001
2022-11-02,-4892.48,2099.25,bear,-2793.2299999999996
2022-11-03,-1026.8,832.29,bear,-194.51
2022-11-04,-492.91,2135.22,bear,1642.3099999999997
2022-11-07,-3346.01,1755.38,bear,-1590.63
2022-11-08,-1830.01,1860.8,bear,30.789999999999964
2022-11-09,-1853.49,1063.46,bear,-790.03
2022-11-10,-2296.77,669.03,bear,-1627.74
2022-11-11,-2633.47,1076.87,bear,-1556.6
2022-11-14,-3382.64,2788.87,bear,-593.77
2022-11-15,-1190.43,2287.31,bear,1096.8799999999999
2022-11-16,-3810.78,1546.87,bear,-2263.9100000000003
2022-11-17,-1044.28,1913.37,bear,869.0899999999999
2022-11-18,283.2,2114.65,bear,2397.85
2022-11-21,-2269.54,1552.71,bear,-716.8299999999999
2022-11-22,-2339.75,1678.02,bear,-661.73
2022-11-23,-1650.27,2565.36,bear,915.0900000000001
2022-11-24,-3443.19,735.01,bear,-2708.1800000000003
2022-11-25,-4703.45,2206.39,bear,-2497.06
2022-11-28,-3824.04,77.69,bear,-3746.35
2022-11-29,-2033.71,3794.4,bear,1760.69
2022-11-30,-2507.29,2470.79,bear,-36.5
2022-12-01,-2401.8,1720.89,bear,-680.9100000000001
2022-12-02,-1397.11,1567.78,bear,170.67000000000007
2022-12-05,-2179.13,2057.36,bear,-121.76999999999998
2022-12-06,-3301.71,2593.63,bear,-708.0799999999999
2022-12-07,-612.36,-1889.36,high_vol,-2501.72
2022-12-08,1877.78,-2246.17,high_vol,-368.3900000000001
2022-12-09,98.63,-22.8,high_vol,75.83
2022-12-12,3800.63,1186.75,high_vol,4987.38
2022-12-13,-87.59,2044.42,high_vol,1956.8300000000002
2022-12-14,4865.73,1394.53,high_vol,6260.259999999999
2022-12-15,36.23,-3279.59,high_vol,-3243.36
2022-12-16,-3727.9,-763.06,high_vol,-4490.96
2022-12-19,-2133.29,-467.43,high_vol,-2600.72
2022-12-20,198.27,1324.23,high_vol,1522.5
2022-12-21,-246.75,1216.25,high_vol,969.5
2022-12-22,225.66,-4938.67,high_vol,-4713.01
2022-12-23,-3287.67,-360.22,high_vol,-3647.8900000000003
2022-12-26,-4233.93,1499.82,high_vol,-2734.1100000000006
2022-12-27,5357.63,3046.9,high_vol,8404.53
2022-12-28,-747.05,3726.82,high_vol,2979.7700000000004
2022-12-29,520.34,-842.71,high_vol,-322.37
2022-12-30,-2146.91,-756.17,high_vol,-2903.08
2023-01-02,-1358.62,426.04,high_vol,-932.5799999999999
2023-01-03,562.01,7.62,high_vol,569.63
2023-01-04,1529.28,2976.62,high_vol,4505.9
2023-01-05,3323.44,-3712.24,high_vol,-388.7999999999997
2023-01-06,-8938.72,2335.8,high_vol,-6602.919999999999
2023-01-09,-4784.08,-561.91,high_vol,-5345.99
2023-01-10,-4095.4,-4504.95,high_vol,-8600.35
2023-01-11,1895.12,1897.89,high_vol,3793.01
2023-01-12,-2017.79,-6477.61,high_vol,-8495.4
2023-01-13,-1911.86,979.51,high_vol,-932.3499999999999
2023-01-16,-5176.19,458.4,high_vol,-4717.79
2023-01-17,-53.58,1448.23,high_vol,1394.65
2023-01-18,418.53,-2432.67,high_vol,-2014.14
2023-01-19,4188.0,-396.32,high_vol,3791.68
2023-01-20,-95.57,-2333.17,high_vol,-2428.7400000000002
2023-01-23,-1551.49,-2212.01,high_vol,-3763.5
2023-01-24,-605.31,4279.27,high_vol,3673.9600000000005
2023-01-25,-4801.65,-4033.9,high_vol,-8835.55
2023-01-26,5149.1,-523.31,high_vol,4625.790000000001
2023-01-27,-2341.75,2599.76,high_vol,258.0100000000002
2023-01-30,-2119.65,4565.02,high_vol,2445.3700000000003
2023-01-31,2372.74,-1219.78,high_vol,1152.9599999999998
2023-02-01,7550.58,-1514.29,high_vol,6036.29
2023-02-02,2597.33,748.23,high_vol,3345.56
2023-02-03,4556.09,3903.78,high_vol,8459.87
2023-02-06,112.01,-1883.54,high_vol,-1771.53
2023-02-07,1609.9,-1694.29,high_vol,-84.38999999999987
2023-02-08,7046.86,341.34,high_vol,7388.2
2023-02-09,-1278.63,461.7,high_vol,-816.9300000000001
2023-02-10,-4714.94,-2429.04,high_vol,-7143.98
2023-02-13,4201.45,-1642.24,high_vol,2559.21
2023-02-14,-3664.19,1341.63,high_vol,-2322.56
2023-02-15,4149.96,1797.38,high_vol,5947.34
2023-02-16,3486.17,-1891.99,high_vol,1594.18
2023-02-17,-4976.34,3753.33,high_vol,-1223.0100000000002
2023-02-20,-1129.38,-627.08,high_vol,-1756.46
2023-02-21,4648.68,1390.58,high_vol,6039.26
2023-02-22,1595.61,5412.51,high_vol,7008.12
2023-02-23,-2252.31,2319.6,high_vol,67.28999999999996
2023-02-24,199.55,671.48,high_vol,871.03
2023-02-27,5349.64,1269.59,high_vol,6619.2300000000005
2023-02-28,1884.04,2681.27,high_vol,4565.3099999999995
2023-03-01,-1277.33,-2098.02,high_vol,-3375.35
2023-03-02,-3656.83,-4915.89,high_vol,-8572.720000000001
2023-03-03,7196.72,-2758.02,high_vol,4438.700000000001
2023-03-06,-774.39,-692.03,high_vol,-1466.42
2023-03-07,1075.92,2039.34,high_vol,3115.26
2023-03-08,3011.66,-1457.69,high_vol,1553.9699999999998
2023-03-09,-584.93,706.45,high_vol,121.5200000000001
2023-03-10,-870.42,4018.36,high_vol,3147.94
2023-03-13,1718.41,1837.19,high_vol,3555.6000000000004
2023-03-14,2320.08,2933.68,high_vol,5253.76
2023-03-15,633.58,-3242.08,high_vol,-2608.5
2023-03-16,1398.91,-1628.39,high_vol,-229.48000000000002
2023-03-17,-1850.16,1465.91,high_vol,-384.25
2023-03-20,4333.99,53.18,high_vol,4387.17
2023-03-21,1080.92,4255.54,high_vol,5336.46
2023-03-22,842.64,6504.21,high_vol,7346.85
2023-03-23,1979.28,-4401.91,high_vol,-2422.63
2023-03-24,2636.7,952.9,high_vol,3589.6
2023-03-27,4514.13,1682.95,high_vol,6197.08
2023-03-28,-484.6,-3060.75,high_vol,-3545.35
2023-03-29,-731.58,-2126.3,high_vol,-2857.88
2023-03-30,-2031.83,1471.45,high_vol,-560.3799999999999
2023-03-31,5844.67,986.68,high_vol,6831.35
2023-04-03,-4185.59,1111.51,high_vol,-3074.08
2023-04-04,4188.21,-1524.46,high_vol,2663.75
2023-04-05,-469.06,36.72,high_vol,-432.34000000000003
2023-04-06,-2747.14,1620.7,high_vol,-1126.4399999999998
2023-04-07,-2645.14,2135.63,bear,-509.50999999999976
2023-04-10,-3564.99,1450.03,bear,-2114.96
2023-04-11,-1633.14,1501.73,bear,-131.41000000000008
2023-04-12,-427.64,1480.29,bear,1052.65
2023-04-13,-2230.38,2546.07,bear,315.69000000000005
2023-04-14,-4202.04,391.35,bear,-3810.69
2023-04-17,-4330.79,2810.07,bear,-1520.7199999999998
2023-04-18,-3162.23,3846.56,bear,684.3299999999999
2023-04-19,-3177.1,1947.64,bear,-1229.4599999999998
2023-04-20,-649.47,3404.87,bear,2755.3999999999996
2023-04-21,-26.2,2766.69,bear,2740.4900000000002
2023-04-24,-1271.12,2274.02,bear,1002.9000000000001
2023-04-25,-1565.97,1359.05,bear,-206.92000000000007
2023-04-26,-3481.84,1797.3,bear,-1684.5400000000002
2023-04-27,-2704.22,1437.42,bear,-1266.7999999999997
2023-04-28,-1664.34,2564.24,bear,899.8999999999999
2023-05-01,-2393.91,2982.02,bear,588.1100000000001
2023-05-02,-3870.03,1645.07,bear,-2224.96
2023-05-03,-3360.19,306.77,bear,-3053.42
2023-05-04,-2599.22,1702.6,bear,-896.6199999999999
2023-05-05,-683.86,2304.65,bear,1620.79
2023-05-08,-3729.02,3283.27,bear,-445.75
2023-05-09,-1034.76,2265.68,bear,1230.9199999999998
2023-05-10,-2771.78,1032.45,bear,-1739.3300000000002
2023-05-11,-2946.65,2671.0,bear,-275.6500000000001
2023-05-12,-238.5,3034.59,bear,2796.09
2023-05-15,-3086.62,904.31,bear,-2182.31
2023-05-16,-2330.94,385.25,bear,-1945.69
2023-05-17,-2112.2,1681.92,bear,-430.27999999999975
2023-05-18,-3059.24,524.24,bear,-2535.0
2023-05-19,-1883.68,1373.84,bear,-509.84000000000015
2023-05-22,-3903.9,-497.81,bear,-4401.71
2023-05-23,-2533.02,3217.8,bear,684.7800000000002
2023-05-24,-506.49,1434.32,bear,927.8299999999999
2023-05-25,-3222.65,2175.02,bear,-1047.63
2023-05-26,-3698.06,2041.43,bear,-1656.6299999999999
2023-05-29,-1580.7,2781.55,bear,1200.8500000000001
2023-05-30,-2620.18,1637.06,bear,-983.1199999999999
2023-05-31,-7755.97,2759.68,crisis,-4996.290000000001
2023-06-01,-6452.96,4551.05,crisis,-1901.9099999999999
2023-06-02,-4172.83,2795.23,crisis,-1377.6
2023-06-05,-3014.62,3593.31,crisis,578.69
2023-06-06,-6042.73,2879.18,crisis,-3163.5499999999997
2023-06-07,-10848.48,5326.07,crisis,-5522.41
2023-06-08,-4526.31,3578.01,crisis,-948.3000000000002
2023-06-09,-5866.02,4773.91,crisis,-1092.1100000000006
2023-06-12,-9125.09,3206.42,crisis,-5918.67
2023-06-13,-4411.47,2118.57,crisis,-2292.9
2023-06-14,-5412.88,1965.13,crisis,-3447.75
2023-06-15,-5067.14,3946.54,crisis,-1120.6000000000004
2023-06-16,-9230.26,5747.11,crisis,-3483.1500000000005
2023-06-19,-7469.18,2784.62,crisis,-4684.56
2023-06-20,-5598.86,5722.96,crisis,124.10000000000036
2023-06-21,-8031.64,4092.52,crisis,-3939.1200000000003
2023-06-22,-5142.37,5039.66,crisis,-102.71000000000004
2023-06-23,-5647.12,3449.46,crisis,-2197.66
2023-06-26,-7655.18,4129.22,crisis,-3525.96
2023-06-27,-8144.28,-382.03,crisis,-8526.31
2023-06-28,-5126.88,5355.9,crisis,229.01999999999953
2023-06-29,-10725.86,2485.4,crisis,-8240.460000000001
2023-06-30,-4761.69,7086.24,crisis,2324.55
2023-07-03,-5958.41,2908.0,crisis,-3050.41
2023-07-04,-6365.79,6062.31,crisis,-303.47999999999956
2023-07-05,-7291.93,2801.21,crisis,-4490.72
2023-07-06,-6965.49,2570.01,crisis,-4395.48
2023-07-07,-5754.66,6437.02,crisis,682.3600000000006
2023-07-10,-5353.84,3621.47,crisis,-1732.3700000000003
2023-07-11,-6583.62,1655.21,crisis,-4928.41
2023-07-12,-4233.78,3883.24,crisis,-350.53999999999996
2023-07-13,-6360.96,8789.66,crisis,2428.7
2023-07-14,-5402.49,2872.31,crisis,-2530.18
2023-07-17,-6852.72,5722.67,crisis,-1130.0500000000002
2023-07-18,-5773.46,1842.58,crisis,-3930.88
2023-07-19,-4161.54,2997.78,crisis,-1163.7599999999998
2023-07-20,-2253.4,5620.07,crisis,3366.6699999999996
2023-07-21,-6894.64,5921.52,crisis,-973.1199999999999
2023-07-24,-5864.29,5279.16,crisis,-585.1300000000001
2023-07-25,-5030.53,2730.47,crisis,-2300.06
2023-07-26,-7287.1,5544.94,crisis,-1742.1600000000008
2023-07-27,-6669.55,3394.53,crisis,-3275.02
2023-07-28,-7910.25,4635.4,crisis,-3274.8500000000004
2023-07-31,-1874.95,2398.7,crisis,523.7499999999998
2023-08-01,-5951.56,6118.33,crisis,166.76999999999953
2023-08-02,-6159.28,4678.56,crisis,-1480.7199999999993
2023-08-03,-8124.79,4642.46,crisis,-3482.33
2023-08-04,-6374.29,5478.59,crisis,-895.6999999999998
2023-08-07,-3625.23,7884.35,crisis,4259.120000000001
2023-08-08,-4840.73,4488.69,crisis,-352.03999999999996
2023-08-09,-5611.23,3470.25,crisis,-2140.9799999999996
2023-08-10,-5323.03,3556.9,crisis,-1766.1299999999997
2023-08-11,-5663.08,5976.4,crisis,313.3199999999997
2023-08-14,-8013.09,5709.82,crisis,-2303.2700000000004
2023-08-15,-3365.77,3822.9,crisis,457.1300000000001
2023-08-16,-10243.71,3088.27,crisis,-7155.439999999999
2023-08-17,-3406.01,3965.7,crisis,559.6899999999996
2023-08-18,-7998.6,3242.84,crisis,-4755.76
2023-08-21,-4318.76,4820.1,crisis,501.34000000000015
2023-08-22,-6477.86,3449.76,crisis,-3028.0999999999995
2023-08-23,-6783.52,2616.38,crisis,-4167.14
2023-08-24,-2769.25,3516.52,crisis,747.27
2023-08-25,-3565.68,6281.97,crisis,2716.2900000000004
2023-08-28,-4003.38,3352.57,crisis,-650.81
2023-08-29,-5192.54,3963.71,crisis,-1228.83
2023-08-30,-7807.4,4486.54,crisis,-3320.8599999999997
2023-08-31,-8358.08,5781.52,crisis,-2576.5599999999995
2023-09-01,-6929.23,4301.74,crisis,-2627.49
2023-09-04,-5433.42,3611.64,crisis,-1821.7800000000002
2023-09-05,-4826.61,3287.64,crisis,-1538.9699999999998
2023-09-06,-4257.41,1981.03,crisis,-2276.38
2023-09-07,-5747.24,6908.39,crisis,1161.1500000000005
2023-09-08,-8000.66,2983.38,crisis,-5017.28
2023-09-11,-4972.18,4269.37,crisis,-702.8100000000004
2023-09-12,-5298.74,4733.78,crisis,-564.96
2023-09-13,-4730.56,5664.55,crisis,933.9899999999998
2023-09-14,-5180.36,3638.11,crisis,-1542.2499999999995
2023-09-15,-4654.85,6849.82,crisis,2194.9699999999993
2023-09-18,-6265.27,2538.21,crisis,-3727.0600000000004
2023-09-19,-3785.84,3819.43,crisis,33.58999999999969
2023-09-20,-10345.34,5271.13,crisis,-5074.21
2023-09-21,-7070.66,3864.2,crisis,-3206.46
2023-09-22,-5336.04,4285.75,crisis,-1050.29
2023-09-25,-4581.1,3346.77,crisis,-1234.3300000000004
2023-09-26,-4973.79,3610.68,crisis,-1363.1100000000001
2023-09-27,-4522.38,4923.05,crisis,400.6700000000001
2023-09-28,-7870.88,5628.97,crisis,-2241.91
2023-09-29,-7071.93,5212.09,crisis,-1859.8400000000001
2023-10-02,-5265.43,6757.28,crisis,1491.8499999999995
2023-10-03,-6446.93,3476.02,crisis,-2970.9100000000003
2023-10-04,-6038.84,3545.23,crisis,-2493.61
2023-10-05,-4400.12,1575.53,crisis,-2824.59
2023-10-06,-8107.36,2398.3,crisis,-5709.0599999999995
2023-10-09,-4099.38,6565.92,crisis,2466.54
2023-10-10,-6208.9,3746.77,crisis,-2462.1299999999997
2023-10-11,-5859.9,5742.82,crisis,-117.07999999999993
2023-10-12,-7854.71,4357.55,crisis,-3497.16
2023-10-13,-4049.6,4751.64,crisis,702.0400000000004
2023-10-16,-5620.84,5501.57,crisis,-119.27000000000044
2023-10-17,-11406.46,5016.81,crisis,-6389.649999999999
2023-10-18,-7308.15,1254.05,crisis,-6054.099999999999
2023-10-19,-4977.59,6060.49,crisis,1082.8999999999996
2023-10-20,-6274.9,5429.31,crisis,-845.5899999999992
2023-10-23,-2775.44,5972.37,crisis,3196.93
2023-10-24,-2720.07,5113.19,crisis,2393.1199999999994
2023-10-25,-5849.13,1597.05,crisis,-4252.08
2023-10-26,-6492.12,2735.13,crisis,-3756.99
2023-10-27,-1658.11,3736.17,crisis,2078.0600000000004
2023-10-30,-5753.59,4827.23,crisis,-926.3600000000006
2023-10-31,-5912.8,6542.58,crisis,629.7799999999997
2023-11-01,-7245.3,4291.91,crisis,-2953.3900000000003
2023-11-02,-7484.94,2019.97,crisis,-5464.969999999999
2023-11-03,-7223.54,3944.44,crisis,-3279.1
2023-11-06,-6858.6,2961.37,crisis,-3897.2300000000005
2023-11-07,-8812.63,3875.34,crisis,-4937.289999999999
2023-11-08,-9009.44,5140.08,crisis,-3869.3600000000006
2023-11-09,-5835.12,1813.67,crisis,-4021.45
2023-11-10,-6618.42,2871.77,crisis,-3746.65
